date,site,depth,quadrat,species,quad_size,biomass,weight,Total Length,Blade Length,Diameter,F_group,Notes,lat,long,region,exposure,coastal
7/6/17,Sheep Island,5,2,Phycodrys,0.25,14,56,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,Polysiphonia,0.25,1,4,,,,F2.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,Rhodomella,0.25,3,12,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,182,182,58,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,24,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,26,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,20,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,40,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,45,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,25,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,34,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,50,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,45,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,23,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,27,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,11,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,20,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,15,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,33,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,17,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,16,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,S. latisima,1,,,35,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,2,Stipes,1,59,59,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Callophyllus,0.25,5,20,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Chaetomorpha,0.25,0.1,0.4,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Corallina,0.25,0.1,0.4,,,,F6,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Cystoclonium,0.25,6,24,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,L. digitata,1,404,404,90,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,L. digitata,1,,,72,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,L. digitata,1,,,105,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,L. digitata,1,,,84,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Phycodrys,0.25,7,28,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Phyllophora,0.25,1,4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Polysiphonia,0.25,7,28,,,,F2.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,Porphyra,0.25,0.1,0.4,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,186,186,24,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,24,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,86,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,30,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,31,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,15,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,22,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,24,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,22,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,3,S. latisima,1,,,84,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Callophyllus,0.25,13,52,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Chaetomorpha,0.25,6,24,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Corallina,0.25,4,16,,,,F6,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Cystoclonium,0.25,2,8,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,2675,2675,96,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,136,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,146,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,143,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,105,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,93,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,91,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,101,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,33,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,83,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,34,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,55,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,L. digitata,1,,,27,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Palmaria,0.25,51,204,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,Porphyra,0.25,0.1,0.4,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,S. latisima,1,20,20,20,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,S. latisima,1,,,24,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,5,4,S. latisima,1,,,36,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Acrosiphonia,0.25,3,12,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Agarum,1,27,27,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Callophyllus,0.25,1,4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Desmaresita,1,0.1,0.1,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Palmaria,0.25,1,4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Phycodrys,0.25,0.1,0.4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Phyllophora,0.25,0.1,0.4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Porphyra,0.25,0.1,0.4,,,,F2,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,1,Ptilota,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Alaria,1,0.1,0.1,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Callophyllus,0.25,0.1,0.4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Desmarestia,1,4,4,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Palmaria,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Phycodrys,0.25,5,20,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Phyllophora,0.25,2,8,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Polysiphonia,0.25,1,4,,,,F2.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,Ptilota,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,2,S. latisima,1,0.1,0.1,,,,F5,kelp recruit - by default entered as 'S. latisima' but could be L. digitata,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,3,Ceramium,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,3,Palmaria,0.25,3,12,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,3,Phycodrys,0.25,0.1,0.4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,3,Phyllophora,0.25,2,8,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Agarum,1,10,10,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Callophyllus,0.25,3,12,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Chondrus,0.25,0.1,0.4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Palmaria,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Phycodrys,0.25,1,4,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Phyllophora,0.25,4,16,,,,F4,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Polysiphonia,0.25,6,24,,,,F2.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Ptilota,0.25,0.1,0.4,,,,F3.5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,S. latisima,1,8,8,,,,F5,,44.3958,-67.9543,GLD,4,3
7/6/17,Sheep Island,10,4,Unknown #1,0.25,0.1,0.4,,,,,,44.3958,-67.9543,GLD,4,3
7/6/17,Western Island,5,1,Callophyllus,0.25,17,68,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,Chaetomorpha,0.25,3,12,,,,F2,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,L. digitata,1,520,520,134,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,L. digitata,1,,,84,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,L. digitata,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,L. digitata,1,,,80,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,L. digitata,1,,,50,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,Palmaria,0.25,15,60,,,,F3.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,Phycodrys,0.25,0.1,0.4,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,Phyllophora,0.25,4,16,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,Polysiphonia,0.25,0.5,2,,,,F2.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,619,619,130,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,105,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,131,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,111,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,39,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,48,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,15,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,32,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,18,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,28,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,18,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,30,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,11,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,21,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,31,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,12,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,34,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,21,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,31,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,34,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,20,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,22,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,30,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,20,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,34,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,1,S. latisima,1,,,24,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Callophyllus,0.25,10,40,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Chaetomorpha,0.25,3,12,,,,F2,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Chondrus,0.25,5,20,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,894,894,60,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,75,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,42,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,64,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,72,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,42,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,88,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,44,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,67,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,74,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,90,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,124,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,68,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,52,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,L. digitata,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Phyllophora,0.25,21,84,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Polysiphonia,0.25,7,28,,,,F2.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,Porphyra,0.25,9,36,,,,F2,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,872,872,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,60,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,34,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,24,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,40,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,24,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,185,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,120,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,28,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,190,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,49,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,49,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,52,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,52,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,43,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,2,S. latisima,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Callophyllus,0.25,16,64,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Ceramium,0.25,4,16,,,,F3.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Chaetomorpha,0.25,6,24,,,,F2,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Cystoclonium,0.25,1,4,,,,F4,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,629,629,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,30,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,30,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,56,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,80,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,35,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,46,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,55,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,41,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,50,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,45,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,68,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,38,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,50,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,56,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,40,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,38,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,20,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,31,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,33,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,39,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,14,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,16,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,14,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,31,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,38,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,15,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,14,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,10,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,L. digitata,1,,,11,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Polysiphonia,0.25,7,28,,,,F2.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Rhodomella,0.25,5,20,,,,F3.5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,296,296,65,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,96,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,34,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,38,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,31,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,32,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,49,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,91,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,25,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,22,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,20,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,12,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,13,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,S. latisima,1,,,14,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,5,3,Stipes,1,118,118,,,,F5,,44.389,-67.9671,GLD,4,3
7/6/17,Western Island,10,1,Agarum,1,1,1,7,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Agarum,1,,,6,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Agarum,1,,,4,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Callophyllus,0.25,0.1,0.4,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Desmarestia,1,3,3,,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Palmaria,0.25,0.1,0.4,,,,F3.5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Phycodrys,0.25,3,12,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,1,Polysiphonia,0.25,2,8,,,,F2.5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Agarum,1,38,38,,,,F5,fragments from ~4 plants,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Callophyllus,0.25,3,12,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Chaetomorpha,0.25,0.1,0.4,,,,F2,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Desmaresita,1,1,1,,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Gracilaria,0.25,1,4,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,33,33,29,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,,,16,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,,,26,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,,,31,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,,,16,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,L. digitata,1,,,7,,,F5,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Phycodrys,0.25,1,4,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Phyllophora,0.25,33,132,,,,F4,,44.3881,-67.9655,GLD,4,3
7/6/17,Western Island,10,2,Polysiphonia,0.25,6,24,,,,F2.5,,44.3881,-67.9655,GLD,4,3
